,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
3194,Jeep Compass 2.0 Limited,12.03 Lakh,"48,259 kms",Diesel,Manual,3rd Owner,2018,814 cc,4 Seats
3195,Maruti Ertiga VXI Petrol,7.41 Lakh,"21,197 kms",Petrol,Manual,1st Owner,2019,1497 cc,7 Seats
3196,Toyota Etios VD,3.40 Lakh,"13,814 kms",Diesel,Manual,1st Owner,2012,1451 cc,5 Seats
3197,Maruti Baleno 1.3 Delta,4.54 Lakh,"85,890 kms",Diesel,Manual,1st Owner,2015,624 cc,5 Seats
3198,Maruti Wagon R LXI BS IV,1.33 Lakh,"1,01,935 kms",Petrol,Manual,1st Owner,2010,999 cc,5 Seats
3199,Hyundai EON Era Plus,2.83 Lakh,"26,012 kms",Petrol,Manual,1st Owner,2018,1497 cc,7 Seats
3200,Honda City V MT,3.13 Lakh,"1,17,699 kms",Petrol,Manual,2nd Owner,2012,1197 cc,7 Seats
3201,MG Hector Hybrid Sharp MT,18.07 Lakh,"31,437 kms",Petrol,Manual,2nd Owner,2021,999 cc,7 Seats
3202,Tata Nano Twist XTA,1.44 Lakh,"14,458 kms",Petrol,Automatic,1st Owner,2015,2494 cc,5 Seats
3203,Renault Triber RXL BSIV,5.02 Lakh,"55,744 kms",Petrol,Manual,1st Owner,2019,2179 cc,5 Seats
3204,Honda City i VTEC SV,5.45 Lakh,"10,411 kms",Petrol,Manual,1st Owner,2015,1198 cc,5 Seats
3205,Maruti Swift Dzire VXI 1.2,6.11 Lakh,"43,627 kms",Petrol,Manual,1st Owner,2019,1197 cc,7 Seats
3206,Renault KWID 1.0 RXT Optional AT 2016-2019,2.35 Lakh,"31,306 kms",Petrol,Automatic,1st Owner,2017,1995 cc,5 Seats
3207,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,6.53 Lakh,"3,08,768 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats
3208,Mahindra XUV500 W7 AT BSIV,12.35 Lakh,"55,209 kms",Diesel,Automatic,1st Owner,2018,1462 cc,5 Seats
3209,Datsun GO Plus T BSIV,3.04 Lakh,"18,732 kms",Petrol,Manual,1st Owner,2017,1198 cc,5 Seats
3210,Hyundai Grand i10 Nios Sportz CNG,7.41 Lakh,"30,273 kms",Cng,Manual,1st Owner,2021,1197 cc,5 Seats
3211,BMW X4 M Sport X xDrive20d,56.50 Lakh,"29,000 kms",Diesel,Automatic,1st Owner,2019,1591 cc,5 Seats
3212,Hyundai Grand i10 1.2 Kappa Sportz BSIV,4.62 Lakh,"47,841 kms",Petrol,Manual,1st Owner,2018,1248 cc,5 Seats
3213,Maruti Ertiga VXI,8.49 Lakh,"3,707 kms",Petrol,Manual,1st Owner,2020,999 cc,5 Seats
3214,Honda Amaze S i-Vtech,3.79 Lakh,"1,04,596 kms",Petrol,Manual,1st Owner,2016,1248 cc,7 Seats
3215,Hyundai i10 Sportz,2.63 Lakh,"60,162 kms",Petrol,Manual,1st Owner,2013,799 cc,5 Seats
3216,Hyundai Creta 1.6 Gamma SX Plus,7.80 Lakh,"72,434 kms",Petrol,Manual,1st Owner,2015,998 cc,5 Seats
3217,Maruti Swift VDI,2.70 Lakh,"96,906 kms",Diesel,Manual,3rd Owner,2012,2755 cc,5 Seats
3218,Renault KWID 1.0 RXT AMT Opt,4.45 Lakh,"4,603 kms",Petrol,Automatic,1st Owner,2020,1497 cc,5 Seats
3219,Maruti Swift VDI BSIV,3.70 Lakh,"63,740 kms",Diesel,Manual,2nd Owner,2014,1396 cc,5 Seats
3220,Renault KWID RXT,2.49 Lakh,"53,827 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats
3221,Kia Sonet HTX Turbo iMT,10.37 Lakh,"13,997 kms",Petrol,Manual,1st Owner,2021,1299 cc,7 Seats
3222,Toyota Fortuner 2.8 2WD MT BSIV,19.80 Lakh,"1,20,949 kms",Diesel,Manual,2nd Owner,2017,1248 cc,5 Seats
3223,Honda City i VTEC V,6.44 Lakh,"42,189 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats
3224,Hyundai i20 1.4 CRDi Sportz,2.83 Lakh,"34,341 kms",Diesel,Manual,1st Owner,2012,1493 cc,6 Seats
3225,Hyundai Grand i10 Nios Sportz,6.59 Lakh,"18,881 kms",Petrol,Manual,1st Owner,2020,993 cc,5 Seats
3226,Ford Ikon 1.3 CLXi,"72,494 ","1,27,335 kms",Petrol,Manual,2nd Owner,2009,1248 cc,5 Seats
3227,Maruti Vitara Brezza VDi,7.50 Lakh,"26,201 kms",Diesel,Manual,1st Owner,2019,1462 cc,7 Seats
3228,Hyundai i10 Sportz 1.1L,2.48 Lakh,"1,07,263 kms",Petrol,Manual,1st Owner,2014,998 cc,5 Seats
3229,Mahindra Bolero Power Plus SLX,6.13 Lakh,"58,245 kms",Diesel,Manual,1st Owner,2017,1499 cc,7 Seats
3230,Maruti Zen LXI,"50,718 ","1,42,740 kms",Petrol,Manual,2nd Owner,2006,2755 cc,5 Seats
3231,Maruti Swift VDI BSIV,4.25 Lakh,"51,755 kms",Diesel,Manual,1st Owner,2015,1193 cc,7 Seats
3232,Maruti XL6 Zeta,9.54 Lakh,"84,284 kms",Petrol,Manual,1st Owner,2020,2179 cc,5 Seats
3233,Maruti Wagon R LXI BS IV,2.76 Lakh,"94,087 kms",Petrol,Manual,1st Owner,2015,998 cc,5 Seats
3234,Ford Fiesta Petrol Titanium,2.78 Lakh,"56,292 kms",Petrol,Manual,1st Owner,2011,2393 cc,5 Seats
3235,Toyota Fortuner 2.8 2WD MT,29.32 Lakh,"91,604 kms",Diesel,Manual,2nd Owner,2020,2179 cc,5 Seats
3236,Tata Zest Revotron 1.2 XT,2.66 Lakh,"56,290 kms",Petrol,Manual,1st Owner,2015,1248 cc,5 Seats
3237,Mahindra XUV500 W8 2WD,6.01 Lakh,"41,086 kms",Diesel,Manual,4th Owner,2015,1364 cc,7 Seats
3238,Maruti Alto K10 VXI,2.60 Lakh,"38,137 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats
3239,Toyota Innova Crysta 2.4 GX 7 STR AT,22.16 Lakh,"11,724 kms",Diesel,Automatic,1st Owner,2022,1120 cc,5 Seats
3240,Tata Safari Storme LX,5.29 Lakh,"1,11,023 kms",Diesel,Manual,4th Owner,2016,2198 cc,5 Seats
3241,Chevrolet Sail Hatchback LS ABS,2.54 Lakh,"63,936 kms",Diesel,Manual,1st Owner,2013,1461 cc,5 Seats
3242,Toyota Etios GD,2.96 Lakh,"2,29,289 kms",Diesel,Manual,1st Owner,2013,1497 cc,5 Seats
3243,Hyundai i20 1.2 Asta,5.63 Lakh,"21,292 kms",Petrol,Manual,1st Owner,2017,1396 cc,5 Seats
3244,Hyundai Grand i10 CRDi Magna,3.48 Lakh,"99,561 kms",Diesel,Manual,1st Owner,2016,1193 cc,5 Seats
3245,Ford Endeavour 2.2 Trend AT 4X2,13.38 Lakh,"1,03,066 kms",Diesel,Automatic,2nd Owner,2016,998 cc,5 Seats
3246,Renault Duster 110PS Diesel RxL,3.62 Lakh,"1,02,141 kms",Diesel,Manual,2nd Owner,2014,1498 cc,5 Seats
3247,Ford Ecosport 1.5 Petrol Titanium BSIV,6.35 Lakh,"49,320 kms",Petrol,Manual,1st Owner,2017,796 cc,5 Seats
3248,Tata Indigo LX BSIV,1.72 Lakh,"43,239 kms",Diesel,Manual,1st Owner,2015,1497 cc,5 Seats
3249,Tata Indigo Emax CNG GLS,2.47 Lakh,"1,12,051 kms",Cng,Manual,1st Owner,2017,1199 cc,5 Seats
3250,Maruti Celerio ZXI AMT BSIV,3.46 Lakh,"7,999 kms",Petrol,Automatic,2nd Owner,2017,5461 cc,4 Seats
3251,Ford Ecosport 1.5 DV5 MT Trend,3.81 Lakh,"86,269 kms",Diesel,Manual,1st Owner,2013,1197 cc,5 Seats
3252,Maruti Alto LXi BSIII,1.20 Lakh,"15,166 kms",Petrol,Manual,1st Owner,2010,3996 cc,5 Seats
3253,Tata Tigor EV XM,6.31 Lakh,"25,882 kms",Electric,Automatic,1st Owner,2019,1582 cc,5 Seats
3254,Honda City 1.5 S AT,2.69 Lakh,"57,209 kms",Petrol,Automatic,1st Owner,2009,1950 cc,5 Seats
3255,Volkswagen CrossPolo 1.2 TDI,3.38 Lakh,"94,848 kms",Diesel,Manual,3rd Owner,2013,1061 cc,5 Seats
3256,Mercedes-Benz G G63 AMG,1.52 Crore,"47,000 kms",Petrol,Automatic,2nd Owner,2017,1950 cc,5 Seats
3257,Hyundai Xcent 1.2 VTVT S,4.79 Lakh,"9,669 kms",Petrol,Manual,1st Owner,2018,1956 cc,5 Seats
3258,Porsche Panamera GTS,1.75 Crore,"10,000 kms",Petrol,Automatic,1st Owner,2019,1061 cc,5 Seats
3259,Hyundai Verna 1.6 SX,4.11 Lakh,"1,11,246 kms",Diesel,Manual,3rd Owner,2014,1991 cc,5 Seats
3260,Mercedes-Benz E-Class Exclusive E 220 d BSIV,44 Lakh,"44,000 kms",Diesel,Automatic,1st Owner,2017,1396 cc,7 Seats
3261,Maruti Wagon R VXI Minor,1.43 Lakh,"55,118 kms",Petrol,Manual,1st Owner,2010,1197 cc,5 Seats
3262,Mercedes-Benz E-Class Exclusive E 220 d BSIV,43.50 Lakh,"39,000 kms",Diesel,Automatic,1st Owner,2017,2393 cc,5 Seats
3263,Tata Harrier XT plus Dark Edition,11.91 Lakh,"1,28,924 kms",Diesel,Manual,1st Owner,2021,1197 cc,5 Seats
3264,Maruti Wagon R LX Minor,1.06 Lakh,"55,842 kms",Petrol,Manual,1st Owner,2010,998 cc,5 Seats
3265,Mercedes-Benz GLC 200,56.50 Lakh,"32,000 kms",Petrol,Automatic,1st Owner,2020,1582 cc,5 Seats
3266,Hyundai i20 1.4 CRDi Asta,2.85 Lakh,"96,732 kms",Diesel,Manual,1st Owner,2012,1493 cc,5 Seats
3267,Hyundai Grand i10 Asta,3.33 Lakh,"38,370 kms",Petrol,Manual,1st Owner,2014,1248 cc,5 Seats
3268,Toyota Innova Crysta 2.4 G MT BSIV,9.06 Lakh,"1,26,401 kms",Diesel,Manual,2nd Owner,2017,998 cc,5 Seats
3269,Hyundai i20 Active 1.2 S,5.14 Lakh,"44,357 kms",Petrol,Manual,2nd Owner,2017,1197 cc,7 Seats
3270,Maruti Wagon R LXI BS IV,2.23 Lakh,"60,545 kms",Petrol,Manual,1st Owner,2013,1120 cc,5 Seats
3271,Hyundai Verna 1.6 SX,3.17 Lakh,"1,32,004 kms",Diesel,Manual,3rd Owner,2012,2179 cc,5 Seats
3272,Kia Seltos HTK Plus D,13.25 Lakh,"7,000 kms",Diesel,Manual,1st Owner,2021,1248 cc,8 Seats
3273,Maruti Vitara Brezza ZDi,8.05 Lakh,"36,096 kms",Diesel,Manual,1st Owner,2019,1197 cc,5 Seats
3274,Maruti Wagon R VXI,5.23 Lakh,"9,264 kms",Petrol,Manual,1st Owner,2021,2494 cc,5 Seats
3275,Hyundai Grand i10 Asta Option,2.58 Lakh,"1,12,870 kms",Petrol,Manual,1st Owner,2013,1198 cc,8 Seats
3276,Hyundai Xcent 1.1 CRDi S,2.97 Lakh,"56,522 kms",Diesel,Manual,2nd Owner,2014,998 cc,5 Seats
3277,Mahindra Scorpio S11 BSIV,12.51 Lakh,"74,206 kms",Diesel,Manual,1st Owner,2018,2393 cc,5 Seats
3278,Maruti Swift Dzire VDI,6.65 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2018,1047 cc,5 Seats
3279,Hyundai i20 1.2 Asta Option,5.63 Lakh,"50,924 kms",Petrol,Manual,2nd Owner,2018,1197 cc,5 Seats
3280,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,7.74 Lakh,"55,681 kms",Diesel,Manual,1st Owner,2015,998 cc,5 Seats
3281,Tata Nexon 1.2 Revotron XM,6.46 Lakh,"13,308 kms",Petrol,Manual,1st Owner,2019,998 cc,7 Seats
3282,Maruti Zen Estilo LXI BS IV,1.67 Lakh,"27,420 kms",Petrol,Manual,1st Owner,2011,1248 cc,5 Seats
3283,Toyota Innova Crysta 2.4 VX MT 8S BSIV,15.05 Lakh,"1,43,696 kms",Diesel,Manual,1st Owner,2018,1999 cc,4 Seats
3284,Tata Tiago 1.05 Revotorq XT,3.74 Lakh,"1,17,792 kms",Diesel,Manual,1st Owner,2017,2995 cc,6 Seats
3285,Maruti Swift Dzire AMT VXI,5.19 Lakh,"47,131 kms",Petrol,Automatic,1st Owner,2017,1991 cc,5 Seats
3286,Maruti Wagon R LXI CNG,1.95 Lakh,"1,04,155 kms",Cng,Manual,1st Owner,2012,1950 cc,8 Seats
3287,Maruti A-Star Lxi,1.60 Lakh,"54,573 kms",Petrol,Manual,1st Owner,2011,1498 cc,5 Seats
3288,Maruti Baleno 1.3 Zeta,5.88 Lakh,"84,143 kms",Diesel,Manual,3rd Owner,2019,2494 cc,7 Seats
3289,Land Rover Discovery Sport TD4 HSE Luxury,48 Lakh,"46,000 kms",Diesel,Automatic,1st Owner,2019,1199 cc,5 Seats
3290,Audi Q8 55 TFSI Quattro,1.02 Crore,"28,000 kms",Petrol,Automatic,1st Owner,2021,4134 cc,5 Seats
3291,Mercedes-Benz C-Class C300 Cabriolet,68 Lakh,"30,000 kms",Petrol,Automatic,1st Owner,2019,998 cc,5 Seats
3292,Mercedes-Benz V-Class Exclusive,59 Lakh,"47,000 kms",Diesel,Automatic,2nd Owner,2019,1197 cc,5 Seats
3293,Ford Ecosport Titanium Diesel,7.35 Lakh,"46,029 kms",Diesel,Manual,1st Owner,2021,1396 cc,7 Seats
3294,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,7.80 Lakh,"2,05,479 kms",Diesel,Manual,2nd Owner,2016,1248 cc,5 Seats
3295,Tata Nexon XMA AMT S,9.99 Lakh,"39,353 kms",Petrol,Automatic,1st Owner,2020,2755 cc,7 Seats
3296,Audi Q7 4.2 TDI quattro,17.26 Lakh,"80,087 kms",Diesel,Automatic,3rd Owner,2011,1950 cc,5 Seats
3297,Kia Sonet HTX Turbo iMT,10.62 Lakh,"14,067 kms",Petrol,Manual,1st Owner,2021,1462 cc,5 Seats
3298,Maruti Baleno Delta,6.69 Lakh,"13,341 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats
3299,Hyundai i20 Active 1.4 SX,5.74 Lakh,"59,326 kms",Diesel,Manual,2nd Owner,2017,1798 cc,5 Seats
3300,Maruti Swift VDI BSIV,3.51 Lakh,"71,093 kms",Diesel,Manual,1st Owner,2014,1197 cc,5 Seats
3301,Toyota Fortuner 2.8 4WD AT BSIV,32 Lakh,"94,000 kms",Diesel,Automatic,1st Owner,2018,796 cc,7 Seats
3302,Mercedes-Benz E-Class Exclusive E 220d,74.75 Lakh,"13,000 kms",Diesel,Automatic,1st Owner,2021,1956 cc,5 Seats
3303,Maruti Ertiga ZXI Plus,9.46 Lakh,"29,267 kms",Petrol,Manual,1st Owner,2019,2179 cc,5 Seats
3304,Maruti Swift Dzire AMT VXI,7.16 Lakh,"9,695 kms",Petrol,Automatic,1st Owner,2019,1199 cc,5 Seats
3305,Toyota Corolla Altis G MT,8.83 Lakh,"49,470 kms",Petrol,Manual,1st Owner,2016,1956 cc,5 Seats
3306,Volkswagen Vento 1.2 TSI Highline AT,7.31 Lakh,"27,334 kms",Petrol,Automatic,1st Owner,2016,1186 cc,5 Seats
3307,Maruti Alto 800 LXI,2.68 Lakh,"35,275 kms",Petrol,Manual,1st Owner,2016,1497 cc,5 Seats
3308,Jeep Compass 2.0 Limited Plus AT,22.13 Lakh,"32,365 kms",Diesel,Automatic,1st Owner,2020,1497 cc,5 Seats
3309,Tata Hexa XT,10.21 Lakh,"57,366 kms",Diesel,Manual,1st Owner,2017,1199 cc,5 Seats
3310,Tata Altroz XZ,7.30 Lakh,"30,972 kms",Petrol,Manual,1st Owner,2020,1956 cc,7 Seats
3311,Jeep Compass 2.0 Sport,11.78 Lakh,"63,641 kms",Diesel,Manual,2nd Owner,2018,1248 cc,7 Seats
3312,Hyundai Grand i10 1.2 CRDi Sportz,5.20 Lakh,"36,171 kms",Diesel,Manual,1st Owner,2018,2179 cc,6 Seats
3313,Honda City i-VTEC CVT ZX,9.50 Lakh,"33,851 kms",Petrol,Automatic,1st Owner,2017,1373 cc,5 Seats
3314,Honda City i VTEC V,6.08 Lakh,"73,414 kms",Petrol,Manual,1st Owner,2015,1198 cc,5 Seats
3315,Tata Tiago 1.2 Revotron XZ,4.31 Lakh,"65,938 kms",Petrol,Manual,1st Owner,2017,796 cc,5 Seats
3316,MG Hector Sharp Diesel MT,17.30 Lakh,"27,122 kms",Diesel,Manual,1st Owner,2020,1461 cc,7 Seats
3317,Maruti Baleno 1.3 Zeta,5.55 Lakh,"73,994 kms",Diesel,Manual,2nd Owner,2017,1497 cc,5 Seats
3318,Tata Safari Storme VX Varicor 400,7.69 Lakh,"65,779 kms",Diesel,Manual,1st Owner,2016,1493 cc,5 Seats
3319,Maruti Ertiga BSIV ZXI,7.86 Lakh,"51,239 kms",Petrol,Manual,1st Owner,2018,1396 cc,5 Seats
3320,Mahindra KUV 100 mFALCON G80 K4,3.66 Lakh,"70,222 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats
3321,Maruti Alto 800 VXI,4.12 Lakh,"3,415 kms",Petrol,Manual,1st Owner,2021,1086 cc,7 Seats
3322,Nissan Terrano XL Plus 85 PS,4.20 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2014,1199 cc,5 Seats
3323,Honda City 1.5 S AT,2 Lakh,"80,000 kms",Petrol,Automatic,3rd Owner,2008,2179 cc,5 Seats
3324,Mahindra Bolero Power Plus ZLX,6 Lakh,"1,50,000 kms",Diesel,Manual,1st Owner,2017,1199 cc,5 Seats
3325,Hyundai i20 Asta 1.4 CRDi,5.40 Lakh,"97,000 kms",Diesel,Manual,2nd Owner,2015,1248 cc,5 Seats
3326,Hyundai i10 Era,2.25 Lakh,"80,000 kms",Petrol,Manual,3rd Owner,2009,2967 cc,7 Seats
3327,Hyundai i10 Era,1.80 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats
3328,Volkswagen Polo Diesel Highline 1.2L,2.70 Lakh,"60,000 kms",Diesel,Manual,2nd Owner,2012,2494 cc,4 Seats
3329,Tata New Safari Dicor EX 4X2 BS IV,3.25 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2013,1396 cc,5 Seats
3330,Chevrolet Beat LS,1.95 Lakh,"1,00,000 kms",Petrol,Manual,2nd Owner,2017,796 cc,5 Seats
3331,Maruti Swift Dzire VDI Optional,4.60 Lakh,"30,000 kms",Diesel,Manual,1st Owner,2015,2993 cc,5 Seats
3332,Porsche Cayenne Diesel,22 Lakh,"1,20,000 kms",Diesel,Automatic,2nd Owner,2011,1248 cc,5 Seats
3333,Maruti Swift VXI,2.10 Lakh,"1,10,000 kms",Petrol,Manual,4th Owner,2011,1197 cc,5 Seats
3334,Toyota Innova 2.5 VX (Diesel) 7 Seater,5.50 Lakh,"1,20,000 kms",Diesel,Manual,3rd Owner,2013,1461 cc,5 Seats
3335,Tata Indica eV2 LS,1.13 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2016,998 cc,4 Seats
3336,Maruti 800 Std,"35,000 ","80,000 kms",Petrol,Manual,2nd Owner,1999,1997 cc,5 Seats
3337,BMW X5 xDrive 30d Design Pure Experience 5 Seater,20 Lakh,"1,50,000 kms",Diesel,Automatic,1st Owner,2014,1997 cc,5 Seats
3338,Maruti Swift Dzire VDI,5.60 Lakh,"80,000 kms",Diesel,Manual,3rd Owner,2016,1248 cc,5 Seats
3339,Hyundai Xcent 1.2 VTVT E,3.94 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2019,1582 cc,5 Seats
3340,Renault Duster 110PS Diesel RxL,4 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats
3341,Maruti Wagon R VXI,5.60 Lakh,"5,000 kms",Petrol,Manual,1st Owner,2022,1248 cc,5 Seats
3342,BMW 5 Series 520i,9 Lakh,"90,000 kms",Petrol,Automatic,2nd Owner,2012,1086 cc,5 Seats
3343,Mahindra Thar LX 4-Str Hard Top AT,13.75 Lakh,"20,000 kms",Petrol,Automatic,1st Owner,2020,1462 cc,5 Seats
3344,Maruti Swift VDI BSIV W ABS,2.35 Lakh,"1,00,000 kms",Diesel,Manual,3rd Owner,2010,1086 cc,7 Seats
3345,Hyundai Verna 1.6 SX,3.65 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2013,2179 cc,5 Seats
3346,Honda City 1.5 GXI,1.30 Lakh,"90,000 kms",Petrol,Manual,4th Owner,2005,1193 cc,5 Seats
3347,Maruti Swift VXI,5.50 Lakh,"50,000 kms",Petrol,Manual,1st Owner,2017,1497 cc,5 Seats
3348,Maruti Ritz VDi,3 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2014,1998 cc,5 Seats
3349,Hyundai Santro Magna,4 Lakh,"3,700 kms",Petrol,Manual,1st Owner,2021,1582 cc,5 Seats
3350,Maruti Ciaz Zeta,9 Lakh,"15,000 kms",Petrol,Manual,1st Owner,2020,1197 cc,5 Seats
3351,Hyundai Santro Era,4.25 Lakh,"20,000 kms",Petrol,Manual,1st Owner,2019,1798 cc,5 Seats
3352,Mahindra XUV500 W8 FWD,6.30 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2013,1248 cc,5 Seats
3353,Tata Zest Revotron 1.2T XM,3.40 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2016,1399 cc,7 Seats
3354,Honda City 1.5 S MT,2.55 Lakh,"60,000 kms",Petrol,Manual,3rd Owner,2011,2982 cc,7 Seats
3355,Chevrolet Cruze LTZ,4.80 Lakh,"40,000 kms",Diesel,Manual,2nd Owner,2016,2179 cc,5 Seats
3356,Hyundai Verna 1.6 CRDI,2.90 Lakh,"1,10,000 kms",Diesel,Manual,3rd Owner,2011,998 cc,5 Seats
3357,Hyundai i10 Sportz,2.10 Lakh,"70,000 kms",Petrol,Manual,4th Owner,2011,1298 cc,5 Seats
3358,Skoda Superb 1.8 TSI MT,3 Lakh,"1,10,000 kms",Petrol,Manual,1st Owner,2011,796 cc,5 Seats
3359,Maruti Swift VDI BSIV,1.90 Lakh,"70,000 kms",Diesel,Manual,2nd Owner,2010,1497 cc,5 Seats
3360,Ford Figo Diesel EXI,1 Lakh,"80,000 kms",Diesel,Manual,2nd Owner,2011,1896 cc,7 Seats
3361,Toyota Fortuner 4x2 Manual,12.70 Lakh,"1,10,000 kms",Diesel,Manual,3rd Owner,2015,2179 cc,5 Seats
3362,Mahindra XUV500 W8 AWD,7 Lakh,"60,000 kms",Diesel,Manual,1st Owner,2013,1498 cc,7 Seats
3363,Maruti Alto K10 VXI,2.85 Lakh,"70,000 kms",Petrol,Manual,1st Owner,2016,1956 cc,5 Seats
3364,Maruti Esteem Vxi,"80,000 ","1,20,000 kms",Petrol,Manual,2nd Owner,2007,1591 cc,5 Seats
3365,Maruti Alto LX,"98,900 ","15,000 kms",Petrol,Manual,1st Owner,2005,1461 cc,5 Seats
3366,Honda City 1.5 S Inspire,2.13 Lakh,"1,10,000 kms",Petrol,Manual,2nd Owner,2009,796 cc,7 Seats
3367,Skoda New Laura Ambiente 1.9 PD,1.50 Lakh,"1,20,000 kms",Diesel,Manual,2nd Owner,2007,2179 cc,5 Seats
3368,Tata Hexa XTA,10.80 Lakh,"80,000 kms",Diesel,Automatic,2nd Owner,2018,1198 cc,5 Seats
3369,Volkswagen Ameo 1.5 TDI Highline Plus 16,5.35 Lakh,"50,000 kms",Diesel,Manual,2nd Owner,2018,1498 cc,2 Seats
3370,Tata New Safari XZ Plus,20.65 Lakh,"35,000 kms",Diesel,Manual,1st Owner,2021,2523 cc,5 Seats
3371,Hyundai Verna VTVT 1.6 SX Option,8.75 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2019,796 cc,5 Seats
3372,Nissan Micra Diesel XV,2.66 Lakh,"1,10,000 kms",Diesel,Manual,2nd Owner,2013,2499 cc,5 Seats
3373,Maruti Alto LX,1.25 Lakh,"1,35,000 kms",Petrol,Manual,4th Owner,2009,1248 cc,7 Seats
3374,Mahindra XUV500 W8 FWD,5.25 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2013,2523 cc,5 Seats
3375,Honda Brio S MT,2.70 Lakh,"67,000 kms",Petrol,Manual,2nd Owner,2013,1298 cc,5 Seats
3376,Honda Amaze EX i-Dtech,2.50 Lakh,"90,000 kms",Diesel,Manual,3rd Owner,2014,1396 cc,5 Seats
3377,Mahindra Bolero Pik Up Extra Long CBC 1.7T,6.90 Lakh,"3,00,000 kms",Diesel,Manual,1st Owner,2019,1197 cc,5 Seats
3378,Maruti Alto LXi BSIII,1.35 Lakh,"50,000 kms",Petrol,Manual,2nd Owner,2008,1995 cc,5 Seats
3379,Isuzu D-Max S CAB,7.76 Lakh,"5,000 kms",Diesel,Manual,1st Owner,2022,1461 cc,5 Seats
3380,Maruti Swift Dzire VDI,4.25 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2014,1198 cc,5 Seats
3381,Mahindra Bolero SLE,3 Lakh,"1,10,000 kms",Diesel,Manual,3rd Owner,2011,998 cc,5 Seats
3382,Maruti Swift Dzire VXi,1.60 Lakh,"80,000 kms",Petrol,Manual,2nd Owner,2009,1498 cc,5 Seats
3383,Hyundai Creta 1.4 CRDi Base,8 Lakh,"78,000 kms",Diesel,Manual,1st Owner,2017,1396 cc,5 Seats
3384,Maruti Swift VXi BSIV,1.20 Lakh,"90,000 kms",Petrol,Manual,3rd Owner,2008,1586 cc,5 Seats
3385,BMW 3 Series 320d,3.75 Lakh,"1,00,000 kms",Diesel,Automatic,3rd Owner,2007,998 cc,5 Seats
3386,Mahindra Verito Vibe 1.5 dCi D6,2 Lakh,"1,36,000 kms",Diesel,Manual,2nd Owner,2013,1968 cc,5 Seats
3387,Honda CR-V MT With Sun Roof,6.50 Lakh,"1,36,000 kms",Petrol,Manual,3rd Owner,2012,999 cc,5 Seats
3388,Maruti Alto K10 VXI,3.25 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2018,1493 cc,5 Seats
3389,Volkswagen Polo 1.5 TDI Highline,3.65 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats
3390,Hyundai i20 Sportz 1.4 CRDi,3.10 Lakh,"70,000 kms",Diesel,Manual,3rd Owner,2014,999 cc,5 Seats
3391,Maruti SX4 Zxi with Leather BSIII,1.20 Lakh,"90,000 kms",Petrol,Manual,2nd Owner,2007,1061 cc,5 Seats
3392,Maruti Celerio VXI,3.35 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2016,1995 cc,5 Seats
3393,Audi Q3 35 TDI Quattro Premium Plus,12.50 Lakh,"40,000 kms",Diesel,Automatic,4th Owner,2014,998 cc,5 Seats
3394,Hyundai Santro GLS I - Euro II,"65,000 ","1,47,000 kms",Petrol,Manual,1st Owner,2000,1248 cc,5 Seats
3395,Hyundai Creta SX Opt Knight Diesel AT DT,20 Lakh,"20,000 kms",Diesel,Automatic,1st Owner,2021,999 cc,5 Seats
3396,Maruti Baleno Zeta,7.10 Lakh,"20,000 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats
3397,Renault KWID 1.0 RXT,2.70 Lakh,"35,000 kms",Petrol,Manual,1st Owner,2017,1956 cc,5 Seats
3398,Maruti Wagon R LXI BSIII,"95,000 ","60,000 kms",Petrol,Manual,1st Owner,2005,1197 cc,5 Seats
3399,BMW X1 sDrive 18i,8 Lakh,"1,00,000 kms",Petrol,Automatic,2nd Owner,2011,1197 cc,5 Seats
